tweetid,screen_name,date,lang,text,friends_count,followers_count
1221273170419888128,ScottGottliebMD,Sun Jan 26 03:26:28 +0000 2020,en,Chinese health authorities said Sunday that 1;975 confirmed cases of pneumonia caused by the novel coronavirus (2019-nCoV) — including 324 in critical condition — were reported in China by the end of Saturday. https://t.co/6XHIhjG2Nf,DC,1457,588751
1221937501507608576,PeterHotez,Mon Jan 27 23:26:17 +0000 2020,en,My comments/interview with @natalier78  @MailOnline  https://t.co/gR7AEH2rA0,Houston TX,7216,334771
1274139839718240256,KrutikaKuppalli,Sat Jun 20 00:39:44 +0000 2020,en,Watching all the people in #Tulsa for the @POTUS rally tomorrow and am disheartened and frustrated at the number of people who are there saying they will not wear a #mask but also not worried about #COVID19 as @WHO reported 150K new cases of #coronavirus yesterday.,Global Citizen ,745,33492
1278690437197422592,NACCHOalerts,Thu Jul 02 14:02:11 +0000 2020,en,This NACCHO webinar highlighted @cdc and @OSHA_DOL Interim Guidance for Agricultural Workers and Employers; and CDC’s Testing Strategy for #COVID19 in High-Density Critical Infrastructure Workplaces. Register to watch this recording on-demand: https://t.co/cdaA2eJCmj https://t.co/489bmNsf8d,DC,3522,28576
1297669083874430976,ScottGottliebMD,Sun Aug 23 22:56:33 +0000 2020,en,My Op Ed tonight. Plasma  is probably incrementally helpful to Covid patients and meets criteria for an EUA. But we need better evidence generation; and we need to keep FDA decisions with FDA. The FDA professional staff supported this. It’s their decision. https://t.co/hHZDhaJchd,DC,1457,588751
1306935950837198848,CarlosdelRio7,Fri Sep 18 12:39:47 +0000 2020,en,Moderna and Pfizer Reveal Secret Blueprints for Coronavirus Vaccine Trials https://t.co/X2a0KDnYIW,GA,1569,56698
1324407118032756736,CarlosdelRio7,Thu Nov 05 17:43:57 +0000 2020,en,Starting my talk at the ⁦@UCSD_HIV⁩ Scientific Symposium entitled “Ending the HIV Epidemic at the time of COVID-19; it it still feasible?”. https://t.co/cgBhN6ncU1,GA,1569,56698
1225604290783432704,CarlosdelRio7,Fri Feb 07 02:16:48 +0000 2020,en,The Coronavirus Crisis: Are Leaders Ready? | Korn Ferry https://t.co/8FQ6RVdpVV via @Korn_Ferry,GA,1569,56698
1285898658769252352,ghn_news,Wed Jul 22 11:25:05 +0000 2020,en,As a harbinger for the coming school year; US summer camps are failing the #COVID19 test; at least 7 closed in the last month and nearly 200 campers and staffers have tested positive. https://t.co/1lbzu5O2av,MD USA,2268,16655
1301282918023733248,PeterHotez,Wed Sep 02 22:16:38 +0000 2020,en,Many thanks @NIHDirector for his comments this evening on @CNNSitRoom debunking CDC #vaccine timelines,Houston TX,7216,334771
1308502084736741376,CDCDirector,Tue Sep 22 20:23:02 +0000 2020,en,#DYK? The Coronavirus Self-Checker can be used by parents; caregivers; and adolescents to help decide when to seek testing or medical care for #COVID19. Learn more: https://t.co/5Lxv3SFECj https://t.co/sWB9fkXw3a,GA,487,373674
1333559597660037120,jeremyfaust,Mon Nov 30 23:52:39 +0000 2020,en,Pediatric MIS-C Rates (post-Covid Kawasaki-like disease) By Race in New York City.  New research briefed by @JPBelinkieMD  https://t.co/Bm54uYOoVM via @Brief_19,MA,2894,102053
1381008034915176448,PeterHotez,Sat Apr 10 22:15:48 +0000 2021,en,Many thanks ⁦@PamelaBrownCNN⁩ for hosting me on surging cases in Michigan due to B.1.1.7 variant and the pros/cons of redistributing our COVID19 vaccine stockpile. I reported New Hampshire for instance has highest vaccine coverage; almost 50%; yet cases still surging there https://t.co/nGX1Eu1pir,Houston TX,7216,334771
1396170006975729664,DrLeanaWen,Sat May 22 18:24:03 +0000 2021,en,Joining @FWhitfield @CNNnewsroom for a #covid19 special to answer your viewer questions! The awesome Drs. @celinegounder; @kdc_md &amp; I will be addressing Qs about summer travel; schools; masks; kids; mental health; vaccines &amp; much more.,MD,5002,177524
1308756603542224896,EricTopol,Wed Sep 23 13:14:24 +0000 2020,en,The @JNJNews vaccine Phase 3 trial has just started; its protocol released https://t.co/HCzlKHR8V1 Enrolling 60;000 participants; w/ primary endpoint of moderate or severe infections. Target of 60% efficacy w/ total of 154 events https://t.co/Sx2lFogkk4,CA,556,686676
1397967848786448384,EricTopol,Thu May 27 17:28:02 +0000 2021,en,Genomic surveillance of #SARSCoV2 in the United States has picked up considerably —Crossed the 500;000 viruses sequenced mark to @GISAID yesterday —Doubled its entire pandemic N in the past 90 days —Still a ways to go to be optimal; but far improved https://t.co/nkxb84oUAS https://t.co/51Ude7pmvh,CA,556,686676
1278323955527344128,GovLarryHogan,Wed Jul 01 13:45:55 +0000 2020,en,During this morning’s Board of Public Works meeting; I will provide an update on Maryland’s #COVID19 response. Watch live at 10 AM: https://t.co/eaUJkxBUUh,MD,704,255955
1328339438288719872,KrutikaKuppalli,Mon Nov 16 14:09:36 +0000 2020,en,Questions I still have regarding the #Moderna #Vaccine #pressrelease  - What was the efficacy in elderly patients (&gt;65) and in those with chronic conditions? - Did patients in communities of color do the same? - How long is it protective?  Press release https://t.co/vni861fmkD,Global Citizen ,745,33492
1259871165365063680,brianstelter,Mon May 11 15:41:07 +0000 2020,en,Bill Gates says the virus is "the most dramatic thing ever in my lifetime by a lot." https://t.co/9ZV38upDgr,New York City,7494,787191
1264324974594138112,DBelardoMD,Sat May 23 22:38:58 +0000 2020,en,For the first time in 3 months; I did my hair; make up; wore something other than scrubs/pajamas; and helped raise a lot of $$ for COVID relief &amp; feeding those in need with @WCKitchen ❤️  thank you @WhoWhatWear and @FreePeople for making this amazing virtual retreat happen! 🙏 https://t.co/HYgL06sG1g,CA,2925,73479
1270825839991513088,jeremyfaust,Wed Jun 10 21:11:05 +0000 2020,en,Here's a truly well-written and researched story in @USATODAY by @dian_zhang_  about DRUG SHORTAGES; with quotes from @choo_ek @meganranney and me.  Great reporting in this one.   Happy to be quoted...but also just very impressed with this important work.  https://t.co/KpruZSBEWL,MA,2894,102053
1277248389617418240,CDCDirector,Sun Jun 28 14:32:00 +0000 2020,en,Currently; our most powerful weapons against #COVID19 are social distancing; wearing face coverings &amp; practicing hand hygiene. Everyone needs to remain vigilant to protect those who may be at risk for severe complications from COVID-19 due to age or underlying medical conditions.,GA,487,373674
1295173528216535040,CarlosdelRio7,Mon Aug 17 01:40:06 +0000 2020,en,Caring for Someone With COVD-19.  An excellent ⁦@JAMA_current⁩ Patient page.  https://t.co/VRFh1fAwNL,GA,1569,56698
1304849922928390144,Surgeon_General,Sat Sep 12 18:30:39 +0000 2020,en,Every single one of us has a role to play in preventing the spread of #COVID19. #COVIDStopsWithMe https://t.co/9Twwxt6hPp,DC,187,1127181
1326136779238498304,HelenBranswell,Tue Nov 10 12:17:01 +0000 2020,en,New @statnews &amp; @HarrisPoll suggests Americans' willingness to be vaccinated against #Covid19 will depend on how well vaccines work. https://t.co/n67KnUxZGa,MA,2079,225280
1329593209991823360,EricTopol,Fri Nov 20 01:11:38 +0000 2020,en,It's a bad; bad day for the USA pandemic; its uncontrolled state. The worst yet.  Over 182;000 cases* Over 80;600 hospitalizations* Nearly 2;000 deaths (1;971) @COVID19Tracking  * new thresholds; previously unsurpassed,CA,556,686676
1355885569130291200,PeterHotez,Sun Jan 31 14:28:05 +0000 2021,en,NEW in ⁦@HuffPost⁩ U.S. 'Anti-Science' Movement Sacrificed 'Tens Of Thousands' Of Lives To COVID: Report on new ⁦@PLOSBiology⁩ article this week; written by ⁦@PeterHotez⁩  https://t.co/G3WRIk2Qup,Houston TX,7216,334771
1298062893808848896,JenniferNuzzo,Tue Aug 25 01:01:25 +0000 2020,en,Searingly honest words from @michelleinbklyn "it’s been so punishingly rare during this pandemic for anyone with authority to use it creatively on children’s behalf" https://t.co/dbExrtr555,MD,1464,49594
1298352506263625728,jeremyfaust,Tue Aug 25 20:12:14 +0000 2020,en,☝️@CarlosdelRio7; Zhenqiu Lin; and I compared the *first* 2 months of COVID-19 in NYC to the *worst* 2 months of 1918.  COVID=70% as bad.  If we had compared to the first 2 months of 1918 outbreak; COVID would look far worse.  https://t.co/PTRLX1gMbm @JAMANetworkOpen @JAMANetwork,MA,2894,102053
1228679188699320320,PeterHotez,Sat Feb 15 13:55:20 +0000 2020,en,Now @CDCgov reports 14 new pediatric #flu deaths this past wk; bringing the total to 92 for the 2019-2020 flu season; likely most not vaccinated. Flu still raging; vaccinate: Ignore misinformation campaign from #antivax; they don't care about your family https://t.co/4Eefzeuq2B,Houston TX,7216,334771
1277301945762492416,PeterHotez,Sun Jun 28 18:04:49 +0000 2020,en,Many thanks ⁦@mimiswartz⁩ ⁦@nytimes⁩ for the portrayal + story of my efforts to keep #COVID19 out of #Texas; protect the vulnerable. My view is that despite the politics all our leaders are trying to figure this thing out and do the right thing https://t.co/lpLyYcpNCX,Houston TX,7216,334771
1308954486006665216,rwang0,Thu Sep 24 02:20:43 +0000 2020,en,MyPOV: there's nothing we can't achieve when we have a common purpose and put politics aside. Score one for science.   Politics aside; the #Covid19 vaccine project looks so far like a private-public success story. https://t.co/AkyJAk1zYM via @WSJ,Silicon Valley | SF | FL 410+,103619,141982
1315736476190232576,tmprowell,Mon Oct 12 19:29:55 +0000 2020,en,One of our kids has a visual disability. Her science teacher; concerned a large-print resource might take too long to come via US mail; took it on herself to drive by &amp; leave it on our mailbox. Virtual public school. We don't deserve teachers.😭#teachertwitter #QuarantineLife https://t.co/nUMyojeQUz,USA,7589,60699
1337384644493201408,rwang0,Fri Dec 11 13:12:01 +0000 2020,en,MyPOV: Now this is a real trend! especially in #covid19 lockdowns   Do you ‘doomscroll?’ An addiction to poring over bad news on phone screens has become a new normal amid the pandemic.    https://t.co/dfpcQd7WxZ via @WSJ,Silicon Valley | SF | FL 410+,103619,141982
1382656211946987520,ghn_news,Thu Apr 15 11:25:04 +0000 2021,en,Breast milk samples from a study of 84 women #vaccinated against SARS-CoV-2 in Israel showed antibodies to the virus 6 weeks after vaccination; with antibodies showing up as soon as 2 weeks post-vaccination and spiking after 4 weeks.  https://t.co/EG9RotWHfE,MD USA,2268,16655
1270548888080936960,rwang0,Wed Jun 10 02:50:35 +0000 2020,en,MyPOV: @CDCgov wants states to count probable #coronvairus #covid19 deaths. Most aren't doing it.   https://t.co/k2lXCE2y3F,Silicon Valley | SF | FL 410+,103619,141982
1320441982951501824,tmprowell,Sun Oct 25 19:07:56 +0000 2020,en,I'm saying no to everything optional to which I have not already committed until the end of 2020. Sharing in case anyone in medicine needs to see this normalized. It's healthy to set limits. Conserve your energy; #MedTwitter. This isn't ending anytime soon. #COVID19 #VOTE,USA,7589,60699
1371496436764975104,EricTopol,Mon Mar 15 16:20:06 +0000 2021,en,There've been &gt; 300 #AI models; &gt;2;000 studies for covid medical imaging (chest X-ray; CT) diagnosis.Systematically reviewed here: *"None of the models are of potential clinical use due to methodological flaws and/or underlying biases"* https://t.co/JpCv1YSqT8 @NatMachIntell https://t.co/08YksnbxF3,CA,556,686676
1222917323214020608,PeterHotez,Thu Jan 30 16:19:45 +0000 2020,en,NEW: My op ed today ⁦@FoxNews⁩ Dr. Peter Hotez: What coronavirus means for the U.S.; China and the world | Fox News https://t.co/diGysbOWDv,Houston TX,7216,334771
1272671821842665472,rwang0,Mon Jun 15 23:26:22 +0000 2020,en,MyPOV: 4 years to .5T feature flags; 4 months to double. with #covid19 @splitsoftware saw a doubling to 1T feature flags.    Talking to @brianbell123 #CICD,Silicon Valley | SF | FL 410+,103619,141982
1291952809479270400,EricTopol,Sat Aug 08 04:22:07 +0000 2020,en,Superspreading follows the Pareto principle (80/20 rule); we know about venues but not why in certain people. I like this new model potential explainer—wrong person; time; place; viral load &amp; network https://t.co/EZdbvRtBiF @joshua_schiffer  https://t.co/LuKeBsHvR4 @KatherineJWu https://t.co/NwEdJ4FXSM,CA,556,686676
1291017387639283712,ghn_news,Wed Aug 05 14:25:05 +0000 2020,en,As the world awaits a #COVID19 vaccine; the next big advance in battling the pandemic could come from a class of biotech therapies widely used against cancer and other disorders - antibodies designed specifically to attack this new virus. https://t.co/V27Yl5gJfc,MD USA,2268,16655
1319764202421161984,meganranney,Fri Oct 23 22:14:40 +0000 2020,en,It's Friday night. I'm staying home. Most of my (safe) acquaintances are now 1-degree removed from a + #COVID19 test. And tmrw I'm working in the ER; to take care of the critically ill.  I'm worried for them; and for all of us.  Please: make smart decisions tonight. Stay safe.,Providence RI,3364,114185
1357011573231947776,ProfEmilyOster,Wed Feb 03 17:02:25 +0000 2021,en,Join me next week at the MIT School/COVID Summit! @SEIIatMIT  https://t.co/UyC033q17N,RI,280,109532
1233936573995065344,CDCDirector,Sun Mar 01 02:06:19 +0000 2020,en,Reports of community spread of #COVID19 in California; Oregon &amp; Washington raise concern about the immediate threat for COVID-19 for certain communities in the US. However; most people in the U.S. have little immediate risk of exposure to the virus. https://t.co/rObN2b0O9V,GA,487,373674
1297875932288516096,NACCHOalerts,Mon Aug 24 12:38:30 +0000 2020,en,Why Are Coronavirus Cases Decreasing? Experts Say Restrictions Are Working https://t.co/etjjxVlcau,DC,3522,28576
1324832902291443712,EricTopol,Fri Nov 06 21:55:52 +0000 2020,en,The concurrent irony of election data votes "too close to call" vs Runaway new covid cases too painful to see. (We're already at 100;000 today with hours to go.),CA,556,686676
1329688248977944576,tmprowell,Fri Nov 20 07:29:17 +0000 2020,en,Meta-analysis 79 studies (N=5.3K) of #SARSCoV2 VL dynamics; shedding; &amp; infectiousness 👉Mean shedding lasts 14-17d across resp tract; stool; blood 👉NO study found live virus after 9d 👉VL in upper resp tract peaks in wk 1  #COVID19  Dr. @mugecevik et al https://t.co/Q5Jlalh7pF https://t.co/FIuPNNTobC,USA,7589,60699
1332299402988449792,ghn_news,Fri Nov 27 12:25:05 +0000 2020,en,By retesting frozen lab animals; research teams in Asia have found 2 coronaviruses closely linked to #COVID19 —the virus’s first known relatives outside of China.  https://t.co/mkruJtPMIV,MD USA,2268,16655
